sep=;
unique_id;question
BIO_06062025_1;A patient undergoing closed reduction of a mandibular fracture experiences significant discomfort. Their initial VAS score is 7. After local anesthesia (lidocaine), the score drops to 3.  Lidocaine's mechanism involves blocking sodium channels, thereby preventing nerve depolarization. Assume a linear relationship between the *rate of action potential firing* and the VAS score.  If lidocaine reduces the rate of action potential firing by the same percentage as it reduces the VAS score, and the resting membrane potential is -70 mV, calculate the *new* membrane potential required to initiate an action potential after lidocaine administration, given that the threshold potential *before* lidocaine was -55mV. (Assume a direct, proportional effect on the *difference* between resting and threshold potential).
BIO_06062025_2;A clinical trial compares two methods for managing mandibular fractures: Method A (standard) and Method B (novel). Method A has a documented success rate of 85%. Method B is hypothesized to have a higher success rate.  The trial aims for 80% power to detect a clinically significant difference of 10% (absolute) in success rates between the two methods (alpha = 0.05, two-sided).  Using a one-sided Z-test approximation for sample size calculation, where $n = 2 * [(z_{\\alpha} + z_{\\beta})^2 * p(1-p)] / d^2$, and *assuming* p is the *lower* success rate (0.85) and d is the difference (0.1), what is the *approximate minimum* number of patients needed *per group* for this trial?  (z-score for alpha=0.05 one-sided = 1.645, z-score for power 80% = 0.84)
BIO_06062025_3;A patient with a displaced mandibular fracture is being considered for ORIF. Pre-operative radiographs reveal a fracture gap of 4 mm. The surgeon uses a bone graft that reduces the gap by 1.5 mm. Assuming a bone regeneration rate of 0.5 mm per week for the remaining gap, and knowing that bone remodeling requires woven bone to be replaced by lamellar bone at a rate of 0.1 mm per week (meaning the newly regenerated bone is initially woven and needs remodeling), how many weeks will it take for the *lamellar bone front* to completely bridge the *original* fracture gap (ignoring any graft remodeling)?
BIO_06062025_4;A study evaluates the inflammatory response following MMF versus RIF for mandibular fractures, measuring CRP.  The MMF group has an average CRP level of 15 mg/L, and the RIF group has 8 mg/L at 24 hours. CRP has a half-life of approximately 19 hours.  Assuming first-order kinetics decay, calculate the CRP level in the MMF group 48 hours *after* the initial 24-hour measurement.
BIO_06062025_5;A surgeon evaluates two MMF techniques: stainless steel wires and composite resin splints. The wires provide 50 N over 0.0002 m², and the splints provide 75 N over 0.0003 m².  The fracture site's cross-sectional area is 0.0005 m². Bone's compressive strength is 170 MPa.  Calculate the difference in pressure exerted by the two techniques (as before). Then, *assuming* the *lower* pressure is the baseline, what *additional force* distributed evenly over the entire fracture site would be required to exceed 75% of the bone's compressive strength? Express the additional force in Newtons (N).
BIO_06062025_1;A dental hygiene student is conducting a single-blinded, prospective clinical trial to compare two different methods of interdental cleaning on patients experiencing gingival inflammation. After two weeks, the patient's Modified Gingival Index (MGI) score is assessed. Assume a linear relationship between the MGI score and the number of inflammatory cells present, where an MGI score of 0 corresponds to a basal level of 1000 inflammatory cells per $\text{mm}^3$, and an MGI score of 1 corresponds to 2000 inflammatory cells/$\text{mm}^3$. Patient A, using method 1, shows a decrease in MGI from 2.5 to 1.0. Patient B, using method 2, exhibits a decrease from 2.0 to 1.2. What is the difference in the estimated number of inflammatory cells per $\text{mm}^3$ reduced between Patient A and Patient B?
BIO_06062025_2;A researcher is evaluating oral hygiene methods following periodontal surgery, measuring patient discomfort using a visual analog scale (VAS) from 0 (no pain) to 10 (worst pain). Patients are randomly assigned to Group X (chlorhexidine mouthwash) or Group Y (saline rinses). Postoperative VAS scores are recorded at 24 and 48 hours. If the average VAS score for Group X decreases from 6.0 at 24 hours to 3.0 at 48 hours, and the average VAS score for Group Y decreases from 7.0 at 24 hours to 5.0 at 48 hours, what is the difference in the *rate* of perceived pain reduction (VAS units per hour) between Group X and Group Y over the 24-hour period?
BIO_06062025_3;In a clinical trial assessing a novel mouthwash for gingival inflammation, researchers use the Modified Gingival Index (MGI). At baseline, the average MGI score for the treatment group (n=30) is 2.8. After two weeks, the average MGI score decreases to 1.4. Assume a linear relationship between MGI score and neutrophil count in the gingival crevicular fluid (GCF), where an MGI score of 3 corresponds to $6\times10^6$ neutrophils/mL, and an MGI score of 1 corresponds to $2\times10^6$ neutrophils/mL. What is the average decrease in neutrophils/mL in GCF per patient?
BIO_06062025_4;A dental hygienist is comparing two powered toothbrushes for reducing gingival bleeding. The study involves 20 patients (10 using Toothbrush A, 10 using Toothbrush B). Bleeding on Probing (BOP) is assessed at six sites per tooth, recording the number of bleeding sites for each patient. Initially, the average number of bleeding sites is 24 per patient across both groups. After 4 weeks, the average number of bleeding sites decreases to 8 for Toothbrush A users and 12 for Toothbrush B users. What is the difference in the percentage reduction of bleeding sites between the two toothbrush groups?
BIO_06062025_5;A dental hygiene student is conducting a single-blinded, prospective clinical trial to compare two different methods of interdental cleaning on patients experiencing gingival inflammation. After two weeks, the patient's Modified Gingival Index (MGI) score is assessed. Assume a linear relationship between the MGI score and the number of inflammatory cells present, where an MGI score of 0 corresponds to a basal level of 1000 inflammatory cells per $\text{mm}^3$, and an MGI score of 1 corresponds to 2000 inflammatory cells/$\text{mm}^3$. Patient A, using method 1, shows a decrease in MGI from 2.5 to 1.0. Patient B, using method 2, exhibits a decrease from 2.0 to 1.2. What is the difference in the estimated number of inflammatory cells per $\text{mm}^3$ reduced between Patient A and Patient B?
BIO_06062025_6;A researcher is evaluating oral hygiene methods following periodontal surgery, measuring patient discomfort using a visual analog scale (VAS) from 0 (no pain) to 10 (worst pain). Patients are randomly assigned to Group X (chlorhexidine mouthwash) or Group Y (saline rinses). Postoperative VAS scores are recorded at 24 and 48 hours. If the average VAS score for Group X decreases from 6.0 at 24 hours to 3.0 at 48 hours, and the average VAS score for Group Y decreases from 7.0 at 24 hours to 5.0 at 48 hours, what is the difference in the *rate* of perceived pain reduction (VAS units per hour) between Group X and Group Y over the 24-hour period?
BIO_06062025_7;In a clinical trial assessing a novel mouthwash for gingival inflammation, researchers use the Modified Gingival Index (MGI). At baseline, the average MGI score for the treatment group (n=30) is 2.8. After two weeks, the average MGI score decreases to 1.4. Assume a linear relationship between MGI score and neutrophil count in the gingival crevicular fluid (GCF), where an MGI score of 3 corresponds to $6\times10^6$ neutrophils/mL, and an MGI score of 1 corresponds to $2\times10^6$ neutrophils/mL. What is the average decrease in neutrophils/mL in GCF per patient?
BIO_06062025_8;A dental hygienist is comparing two powered toothbrushes for reducing gingival bleeding. The study involves 20 patients (10 using Toothbrush A, 10 using Toothbrush B). Bleeding on Probing (BOP) is assessed at six sites per tooth, recording the number of bleeding sites for each patient. Initially, the average number of bleeding sites is 24 per patient across both groups. After 4 weeks, the average number of bleeding sites decreases to 8 for Toothbrush A users and 12 for Toothbrush B users. What is the difference in the percentage reduction of bleeding sites between the two toothbrush groups?
BIO_06062025_1;A veterinary researcher is investigating the effects of dexmedetomidine and fentanyl on canine thermoregulation. A $12\\,\\mathrm{kg}$ dog under dexmedetomidine experiences a decrease in metabolic rate of $20\\%$.  If a $1\\%$ decrease in metabolic rate is known to correlate with a $0.05\\,{}^{\\circ}\\mathrm{C}$ decrease in body temperature, what is the expected change in the dog's body temperature (in ${}^{\\circ}\\mathrm{C}$) attributable to this change in metabolic rate? Give your answer as a negative number.
BIO_06062025_2;An equine veterinarian is assessing the effects of fentanyl on respiratory parameters. A horse receiving fentanyl exhibits a respiratory rate of $8$ breaths per minute and a tidal volume of $5\\,\\mathrm{L}$.  Assuming a dead space volume of $1.5\\,\\mathrm{L}$, calculate the minute alveolar ventilation (in $\\mathrm{L/min}$), which represents the amount of fresh gas reaching the alveoli per minute. Give your answer to one decimal place.
BIO_06062025_3;Researchers are studying the effects of dexmedetomidine on renal function in cats. A cat receiving dexmedetomidine shows a decrease in glomerular filtration rate (GFR) of $15\\%$. If the cat's baseline GFR was $3\\,\\mathrm{mL/min/kg}$ and its weight is $5\\,\\mathrm{kg}$, calculate the total decrease in GFR (in $\\mathrm{mL/min}$) attributable to dexmedetomidine.  Give your answer to two decimal places.
BIO_06062025_4;A veterinary pharmacologist is comparing the potency of dexmedetomidine and fentanyl in producing analgesia in rats. Dexmedetomidine has a reported analgesic potency $100$ times greater than morphine. Fentanyl, meanwhile, is reported to have analgesic potency that is $80$ times greater than morphine. Considering that an ED50 dose of morphine is $10\\,\\mathrm{mg/kg}$, determine the ratio of the ED50 dose for dexmedetomidine to the ED50 dose for Fentanyl. Give your answer to two decimal places.
BIO_06062025_5;A veterinary cardiologist is assessing the effects of fentanyl on heart rate variability (HRV) in dogs. A dog's HRV, as measured by the standard deviation of normal-to-normal (SDNN) intervals, decreases by $25\\%$ after fentanyl administration. If a decrease of $1\\,\\mathrm{ms}$ in SDNN is associated with an increased risk of arrhythmia of $0.02\\%$, and the dog's baseline SDNN was $80\\,\\mathrm{ms}$, calculate the percentage point increase in arrhythmia risk attributable to the fentanyl-induced HRV change. Give your answer to two decimal places.
BIO_06062025_1;A researcher is investigating the prevalence of *Escherichia coli* strains exhibiting gas-forming capabilities in patients with Emphysematous Pyelonephritis (EPN). A sample of 200 patients diagnosed with EPN was analyzed. It was determined that 75% of the EPN cases were classified as Class 2. Further analysis revealed that 80% of the Class 2 EPN cases were associated with gas-forming *E. coli*.  Among patients with gas-forming *E. coli*, 60% require immediate percutaneous drainage due to the extent of gas production and associated tissue damage.  How many of the 200 patients diagnosed with EPN would be expected to require immediate percutaneous drainage based on the prevalence of Class 2 EPN and gas-forming *E. coli*?
BIO_06062025_2;A hospital is evaluating the impact of minimally invasive management strategies on mortality rates in EPN patients. A retrospective study compared 150 patients who underwent open surgical nephrectomy with 250 patients who received minimally invasive interventions. The mortality rate in the surgical group was 32%, while the minimally invasive group exhibited a mortality rate of 18%.  Severe sepsis contributed to 40% of deaths in the surgical group, but only 15% of deaths in the minimally invasive group. How many deaths related to severe sepsis were *avoided* by using the minimally invasive approach in this cohort of 400 patients compared to if all patients had the open surgical nephrectomy?
BIO_06062025_3;A clinical trial enrolled 120 diabetic patients with EPN. After treatment, 65% showed complete resolution without nephrectomy. Among the patients requiring nephrectomy, 40% developed subsequent chronic kidney disease (CKD) requiring dialysis within two years. If 15% of the patients who achieved complete resolution without nephrectomy also developed CKD requiring dialysis due to pre-existing conditions, what is the *total* number of patients from the trial who required dialysis within two years?
BIO_06062025_4;A new imaging technique for EPN diagnosis has a sensitivity of 92% and a specificity of 85%. In a population where the prevalence of EPN is 5%, what is the Positive Predictive Value (PPV) of this technique, expressed as a percentage?
BIO_06062025_5;Out of 300 EPN patients, 180 had diabetes mellitus. Among those with diabetes, 120 were classified as having severe EPN. For non-diabetic EPN patients, the incidence of severe EPN is 20%. A new treatment is 75% effective at down-staging severe EPN to non-severe status in diabetic patients, but only 50% effective in non-diabetic patients. How many total EPN patients would still be classified as severe after this treatment in the entire cohort of 300?
BIO_06062025_1;A researcher is conducting a prospective, single-blinded, controlled clinical study on patients undergoing mandibular microfracture (MMF) to treat temporomandibular joint (TMJ) disorders. 30 patients (age 25-40, equal gender distribution) are enrolled. Post-surgery, all patients receive identical pain medication and oral hygiene instructions. Patients are divided into two groups: Group A undergoes MMF with standard surgical protocols, while Group B undergoes MMF with an enhanced, minimally invasive technique hypothesized to reduce soft tissue injury. The average post-operative infection rate in Group A was 7%, and in Group B was 4.2%. The researcher hypothesizes that Group B's minimally invasive technique results in a reduction in soft tissue trauma. If soft tissue trauma is directly proportional to the infection rate, what is the expected average infection rate (expressed as a percentage) if the researcher were to employ the standard surgical protocols (Group A) on a new group of 100 patients with a 50% reduction in soft tissue trauma?
BIO_06062025_2;In a prospective clinical trial assessing patient tolerance to MMF, the discomfort level is measured using a visual analog scale (VAS) ranging from 0 (no pain) to 10 (worst pain). 40 patients undergoing MMF were enrolled, divided into two equal groups. Group 1 received standard pre-operative counseling. Group 2 received enhanced pre-operative counseling focused on managing expectations and relaxation techniques. The mean VAS score for Group 1 was 6.5 and the mean VAS score for Group 2 was 4.3. Assuming VAS scores are normally distributed and a single patient scores 5.4 on VAS, what is the probability that the patient belongs to Group 1? Assume equal prior probabilities of belonging to either group and a standard deviation of VAS scores of 1.8 for both groups. Give the answer as a decimal value between 0 and 1.
BIO_06062025_3;A prospective clinical study is conducted to compare two MMF techniques (Technique A and Technique B) on 60 patients experiencing TMJ pain. 30 patients are randomly assigned to each group. Intraoperative data reveals that the average duration of surgery for Technique A is 90 minutes, while for Technique B it's 75 minutes. Postoperative data collected over 12 months shows that 8 patients in the Technique A group developed a minor infection, while only 3 patients in the Technique B group did. If the likelihood of infection is directly proportional to the square root of the surgery duration, what is the ratio of the actual infection rate of Technique B to the expected infection rate given its shorter surgical duration, rounded to two decimal places?
BIO_06062025_4;A single-blinded clinical trial evaluates the impact of oral hygiene on infection rates post-MMF. 50 patients are enrolled and undergo the same MMF procedure. 25 are assigned to an intensive oral hygiene protocol (Group A) and 25 receive standard oral hygiene instructions (Group B). The number of patients who followed the instructions from Group A is 22, while those who followed the instructions from Group B is 18. Assuming, for each group, a direct proportionality between their observed rate of instruction following and the inverse of their infection rate, what is the difference of infection rate (Group A - Group B) between the two groups, assuming that everyone follows all instructions?
BIO_06062025_5;Researchers performed MMF on 40 patients experiencing TMJ dysfunction. They categorized the patients into two groups of 20: one group (A) with no pre-existing conditions, and another group (B) with a history of smoking. All patients underwent the same MMF procedure and received identical postoperative care. Analysis revealed that 3 patients from group A experienced a Grade 1 soft tissue injury, while 8 patients from group B experienced a Grade 1 soft tissue injury. Given the number of patients in each group, determine the relative risk of Grade 1 soft tissue injury for patients with a history of smoking compared to those without any pre-existing conditions.
BIO_06062025_1;A researcher is investigating the effects of Nordic Walking on cardiovascular function. Before the intervention, a participant's heart rate reserve (HRR) was 60 bpm. After a 10-week Nordic Walking program, the participant's resting heart rate decreased by 10%, while their maximum heart rate remained constant. Assuming that HRR is calculated as Maximum Heart Rate - Resting Heart Rate, by what percentage did the HRR increase after the intervention? Note that this calculation requires understanding how resting heart rate impacts HRR.
